"id"	"Daily.events"	"Prioritising.workload"	"Writing.notes"	"Workaholism"	"Thinking.ahead"	"Final.judgement"	"Reliability"	"Keeping.promises"	"Loss.of.interest"	"Friends.versus.money"	"Funniness"	"Fake"	"Criminal.damage"	"Decision.making"	"Elections"	"Self.criticism"	"Judgment.calls"	"Hypochondria"	"Empathy"	"Eating.to.survive"	"Giving"	"Compassion.to.animals"	"Borrowed.stuff"	"Loneliness"	"Cheating.in.school"	"Health"	"Changing.the.past"	"God"	"Dreams"	"Charity"	"Number.of.friends"	"Waiting"	"New.environment"	"Mood.swings"	"Appearence.and.gestures"	"Socializing"	"Achievements"	"Responding.to.a.serious.letter"	"Children"	"Assertiveness"	"Getting.angry"	"Knowing.the.right.people"	"Public.speaking"	"Unpopularity"	"Life.struggles"	"Happiness.in.life"	"Energy.levels"	"Small...big.dogs"	"Personality"	"Finding.lost.valuables"	"Getting.up"	"Interests.or.hobbies"	"Parents..advice"	"Questionnaires.or.polls"
"357"	3	3	3	3	4	3	4	4	3	3	3	1	3	3	1	5	3	1	2	2	3	4	4	1	3	4	2	2	3	1	3	3	3	3	3	2	2	3	1	2	2	4	3	3	1	3	3	4	4	4	4	4	3	3
"358"	3	3	2	3	2	1	5	3	5	2	3	2	4	3	4	3	5	1	3	1	5	5	3	3	4	3	2	2	4	3	3	3	4	2	5	4	4	3	4	4	3	4	3	4	3	4	5	4	4	2	2	4	4	4
"359"	3	4	2	2	4	3	4	4	4	4	5	2	2	4	4	4	4	2	2	3	3	5	5	3	2	3	2	1	4	2	3	2	3	4	4	3	5	4	2	3	4	4	3	3	1	3	3	2	3	2	3	2	4	3
"360"	4	1	1	2	2	1	5	5	5	3	2	1	1	3	4	5	5	1	5	1	1	4	4	3	5	3	1	1	4	1	3	2	3	4	4	3	2	3	4	3	3	3	4	3	3	4	4	3	3	1	4	1	3	2
"361"	4	4	5	4	4	3	3	2	3	2	2	3	5	5	5	5	4	4	4	1	2	2	5	4	5	5	4	1	3	1	3	3	2	4	5	2	2	5	2	1	4	3	5	5	5	2	2	2	3	1	3	1	4	2
"362"	1	4	5	5	5	5	5	5	4	5	5	1	3	3	5	5	5	3	5	4	5	5	5	1	2	4	4	5	5	1	5	2	4	4	2	5	1	2	5	5	2	4	3	1	5	5	5	3	3	2	2	5	3	5
"363"	2	5	4	4	4	1	4	5	3	5	4	1	4	3	5	5	4	4	4	4	5	5	4	3	5	4	1	3	3	3	4	2	4	5	2	3	1	1	4	5	5	2	3	5	4	4	5	5	3	3	2	2	4	5
"364"	2	5	4	4	4	1	4	5	3	1	3	1	4	4	5	5	4	4	5	4	4	5	5	3	5	4	1	1	3	2	4	1	4	5	2	3	1	1	4	4	5	2	2	4	4	5	3	4	3	3	2	2	4	5
"365"	5	4	2	4	5	1	5	4	3	4	2	1	2	3	5	4	5	1	3	1	2	1	5	4	5	4	4	3	3	3	4	3	4	2	4	3	2	2	2	2	2	3	5	4	1	4	3	2	3	1	1	4	4	3
"366"	4	3	3	3	4	5	4	5	2	5	4	2	2	2	5	2	4	1	2	2	3	4	4	2	3	1	3	5	4	3	3	4	4	2	4	3	3	3	4	4	1	1	1	3	2	4	4	4	3	2	2	4	3	1
"367"	5	5	3	5	5	1	5	5	2	4	4	2	5	4	5	3	3	1	3	4	4	2	5	3	4	3	4	1	4	1	3	4	4	4	3	3	3	3	2	4	3	3	5	4	1	3	4	3	2	3	5	3	5	5
"368"	3	1	1	2	5	5	3	5	4	5	5	3	5	3	3	5	5	1	5	4	2	5	5	3	5	5	5	5	3	1	4	3	3	2	4	3	3	3	3	3	1	5	3	4	1	4	5	4	3	1	5	3	4	3
"369"	3	1	4	3	3	4	4	5	2	4	2	1	5	5	1	5	3	3	5	5	5	5	5	3	3	3	5	1	2	2	3	2	2	4	5	2	2	2	5	5	3	3	5	4	5	4	4	5	4	3	5	4	4	4
"370"	3	3	3	3	4	1	4	4	3	4	3	1	1	1	3	4	2	4	3	4	4	4	4	2	4	4	4	3	3	3	3	3	4	4	4	3	3	4	2	4	4	2	4	3	2	2	3	3	3	3	3	3	3	2
"371"	2	2	3	5	3	2	4	4	2	3	4	4	1	3	5	4	3	3	3	1	2	2	5	2	2	5	4	2	3	2	3	5	5	2	4	5	3	2	5	2	1	5	3	5	4	4	4	3	3	3	3	3	3	4
"372"	2	3	3	4	4	3	4	5	1	4	1	1	1	2	5	1	5	1	4	3	3	4	4	1	2	3	1	5	4	3	5	3	4	2	4	5	3	2	5	4	1	3	2	3	2	5	4	2	4	3	3	5	3	3
"373"	3	4	4	4	5	1	5	5	3	3	3	1	5	3	4	5	4	1	4	2	1	2	5	2	5	3	1	1	3	1	1	4	4	1	3	3	4	3	1	3	3	4	2	5	2	4	3	1	3	1	1	3	2	2
"374"	4	1	3	2	4	1	4	4	1	3	4	4	1	5	4	5	5	1	5	4	3	2	5	4	5	1	5	1	4	2	3	1	2	4	4	4	4	2	3	3	1	2	4	4	2	1	4	3	2	1	5	4	3	2
"375"	3	4	5	4	2	3	3	3	1	3	3	3	5	1	5	5	4	3	5	2	4	5	4	4	5	4	4	3	4	1	3	1	3	4	5	4	3	2	5	5	4	3	5	5	5	4	4	4	3	3	3	3	4	3
"376"	2	3	1	4	1	1	5	4	5	1	3	2	1	4	4	5	5	1	3	2	1	2	4	2	2	3	4	1	3	1	2	4	5	3	3	3	3	5	4	4	5	2	5	3	4	3	3	1	3	5	4	3	3	2
"377"	5	2	4	3	5	1	5	4	1	5	1	1	5	5	5	5	5	1	5	1	3	5	4	2	5	5	1	1	3	3	4	1	4	3	2	5	1	3	5	2	5	1	5	5	5	4	5	1	4	5	5	5	4	2
"378"	4	2	4	3	5	1	4	4	3	3	2	2	4	4	1	5	5	2	5	2	4	2	5	4	5	3	4	3	4	1	2	2	2	5	3	4	3	3	4	4	4	4	4	4	3	3	3	2	3	5	5	3	3	2
"379"	1	1	1	1	2	1	3	3	2	5	4	2	3	4	1	3	4	2	5	4	2	5	1	2	5	4	5	2	3	2	3	3	3	4	5	3	4	3	5	4	4	3	2	2	4	3	3	4	4	2	2	2	4	2
"380"	5	3	3	4	3	3	4	5	1	2	3	2	2	3	5	3	4	2	4	3	3	3	5	3	5	3	3	5	3	2	4	4	3	4	4	2	3	4	3	5	4	2	2	5	2	4	5	3	3	1	3	4	4	3
"381"	2	3	3	3	4	3	5	5	1	5	3	1	1	5	3	3	4	1	4	2	5	5	5	2	3	4	4	5	3	1	5	1	4	3	1	5	2	1	5	3	2	5	5	4	4	3	4	1	4	2	5	4	3	3
"382"	1	1	3	1	2	1	5	4	2	4	4	5	1	4	5	3	5	1	4	1	3	5	2	1	5	5	2	1	3	3	3	4	4	3	4	2	2	2	5	5	2	2	5	3	3	3	4	4	3	1	2	4	3	2
"383"	4	3	2	3	4	3	4	3	5	5	5	2	1	1	1	5	5	1	5	2	5	5	5	2	5	5	3	2	4	2	5	2	4	2	4	4	2	4	4	4	3	5	5	5	4	4	5	2	5	1	5	5	4	2
"384"	3	4	4	4	2	2	4	4	2	4	3	2	2	3	1	3	4	1	4	1	3	4	4	2	3	4	4	3	4	1	3	1	3	2	3	3	3	3	3	3	3	3	3	3	2	5	4	2	3	2	3	3	3	1
"385"	3	4	5	3	3	4	4	4	2	4	3	1	2	3	1	4	5	1	4	3	4	4	4	4	4	3	4	5	3	3	3	3	3	4	4	2	1	4	2	3	4	5	4	5	5	3	4	3	3	3	1	3	3	2
"386"	2	1	3	1	3	1	4	3	2	4	4	2	5	1	5	3	4	1	5	2	1	3	5	3	5	5	3	1	4	2	4	4	4	1	4	5	4	2	4	3	1	4	3	2	3	4	4	3	4	2	4	5	2	3
"387"	3	2	1	3	2	2	4	4	1	3	1	1	3	2	2	1	4	1	5	1	1	4	4	3	4	3	2	3	4	1	3	3	3	3	3	3	2	3	2	4	2	3	4	3	5	4	4	4	4	2	3	5	3	4
"388"	5	3	5	5	4	2	4	3	5	4	3	2	3	5	3	4	5	2	5	3	5	5	5	3	5	5	2	3	3	3	3	5	3	5	5	5	4	3	5	3	5	5	5	3	5	4	4	3	3	3	3	3	3	3
"389"	3	2	2	3	2	1	4	2	3	4	2	1	1	2	5	3	5	1	5	3	3	5	2	2	4	2	4	5	3	3	4	4	4	3	4	4	3	4	5	4	2	1	2	4	5	4	3	3	3	1	5	5	3	3
"390"	2	3	5	3	3	3	5	3	3	5	4	2	5	5	5	3	3	2	5	1	5	5	5	3	3	3	1	5	3	2	4	3	3	4	4	5	2	1	3	4	3	4	3	4	4	5	4	3	3	5	3	5	5	2
"391"	3	3	5	3	4	4	4	4	4	5	2	2	4	3	5	2	3	2	3	2	3	2	5	1	2	3	2	5	4	3	3	3	3	3	3	3	4	1	5	4	3	3	4	5	2	4	3	3	4	4	4	3	4	3
"392"	1	3	4	2	3	3	3	4	1	5	1	2	1	3	4	5	3	1	4	3	1	4	4	3	2	3	3	5	3	3	2	3	2	4	3	2	2	3	4	3	1	2	5	3	5	4	4	3	3	3	3	3	4	3
"393"	3	4	3	2	3	2	5	4	5	3	3	2	1	4	5	2	3	2	3	2	5	4	5	4	4	3	2	4	4	1	3	3	3	4	5	3	4	3	5	4	2	4	5	4	5	4	3	1	4	2	4	2	3	3
"394"	2	2	1	2	3	1	5	5	1	5	3	1	4	3	1	2	3	1	2	1	3	3	1	3	2	1	3	1	4	1	3	4	5	3	4	3	1	3	3	3	3	2	1	3	1	3	5	5	4	5	1	4	3	3
"395"	4	1	1	1	3	2	1	3	2	4	5	4	2	4	5	3	4	5	3	5	4	3	2	3	2	5	4	3	2	1	3	4	1	4	4	2	5	4	3	2	4	4	3	3	4	2	1	2	3	1	5	2	1	5
"396"	2	1	1	3	5	1	3	4	1	3	2	1	1	3	1	3	5	1	3	1	3	2	4	3	3	3	3	1	4	1	3	3	5	2	3	4	3	4	2	5	3	4	3	3	1	3	5	3	3	2	1	3	2	3
"397"	3	2	1	3	5	1	4	5	3	5	5	3	4	1	3	4	3	3	4	4	3	3	4	4	3	3	1	2	3	1	3	2	3	3	3	4	3	2	3	5	5	3	3	3	3	3	3	1	3	3	5	1	4	3
"398"	4	3	3	2	3	5	3	5	1	3	3	2	2	1	5	4	5	4	5	1	5	3	4	3	5	5	3	5	4	3	3	4	3	3	5	4	3	3	5	4	4	5	3	3	5	4	2	1	3	3	4	4	4	4
"399"	4	2	5	4	3	4	4	4	2	5	3	3	1	2	5	4	4	3	4	4	3	3	4	2	3	3	2	5	4	3	4	2	5	4	4	5	2	3	5	4	3	5	3	3	3	4	4	1	4	3	3	5	5	4
"400"	4	4	5	5	5	3	4	5	1	4	4	2	1	4	4	5	5	2	5	1	4	5	5	1	2	4	2	5	4	3	4	2	5	1	5	4	2	1	5	4	2	3	2	4	2	5	4	3	4	4	4	5	2	3
"401"	4	3	4	5	5	3	4	3	3	3	3	2	4	2	4	4	4	1	4	1	3	4	4	2	1	2	3	2	3	1	3	3	2	5	4	3	4	5	3	5	5	4	3	3	1	3	2	1	3	1	4	4	3	2
"402"	2	1	3	1	1	1	4	5	4	5	5	2	1	2	2	5	4	3	5	1	2	5	3	2	4	2	1	1	3	1	4	4	5	2	3	3	1	5	5	2	3	4	4	3	3	5	4	2	3	1	5	2	4	2
"403"	3	4	4	1	2	4	5	5	5	5	3	1	5	5	5	5	5	1	5	2	5	5	5	4	5	1	5	5	3	3	2	3	5	3	3	4	3	5	3	5	4	3	3	3	4	3	4	1	4	1	5	5	4	3
"404"	2	4	1	3	2	1	4	5	1	5	4	2	1	2	2	4	4	1	4	2	4	5	5	4	2	1	3	5	3	2	2	1	5	3	2	3	4	2	5	1	1	3	5	2	3	4	4	2	3	1	3	1	3	2
"405"	3	3	5	3	5	5	3	5	3	5	3	2	1	3	3	5	1	1	3	1	3	1	5	4	3	3	3	5	3	3	3	4	4	4	4	3	1	3	3	3	4	4	2	1	3	4	3	3	3	1	2	5	3	1
"406"	4	2	5	4	3	5	4	4	3	4	4	2	2	5	5	2	3	2	4	2	4	3	4	3	4	3	2	5	4	3	5	3	5	2	4	4	3	5	3	5	2	4	3	4	4	4	4	2	3	4	5	5	4	3
"407"	2	3	4	5	3	5	5	4	3	5	3	1	1	1	4	5	5	1	4	3	3	5	5	1	5	4	3	5	3	1	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
"408"	3	5	5	5	4	3	4	4	4	4	3	3	4	3	5	4	4	3	5	2	5	5	5	2	3	3	4	2	3	3	3	3	3	4	4	3	3	4	5	3	4	3	4	3	4	4	4	3	3	3	3	3	3	4
"409"	5	3	3	5	5	4	5	4	5	4	3	3	1	5	3	5	5	3	4	3	1	5	5	2	3	4	4	5	3	2	3	1	3	5	5	3	3	3	5	4	5	5	5	5	5	4	4	2	3	2	5	3	4	3
"410"	3	3	2	3	3	3	3	5	4	1	1	1	1	1	1	2	5	5	3	5	5	5	5	5	5	3	5	5	3	5	5	3	3	5	3	5	4	1	5	3	3	3	4	2	2	5	5	4	5	3	5	3	2	3
"411"	3	3	3	3	3	3	3	3	3	3	5	1	1	5	5	3	3	3	4	3	5	5	5	2	5	2	3	1	3	1	5	3	5	2	2	5	3	1	4	5	3	3	1	3	1	5	5	4	4	1	3	5	3	3
"412"	3	3	4	5	3	1	4	4	1	4	4	1	3	3	1	3	4	4	1	1	3	5	4	2	4	3	3	5	4	1	5	4	4	2	5	5	4	3	5	5	4	3	3	5	5	4	5	3	4	4	5	4	4	4
"413"	5	5	5	1	5	1	5	5	1	1	1	5	5	5	5	1	5	1	5	5	5	5	5	5	5	3	5	1	3	1	2	1	1	5	5	1	5	5	5	5	5	3	5	5	5	4	5	5	3	1	5	1	3	5
"414"	2	2	1	2	3	3	5	4	3	3	3	2	4	3	4	3	4	2	4	2	3	4	3	3	4	4	2	3	3	2	3	2	3	3	3	3	3	3	3	3	3	4	3	3	2	4	4	4	3	3	4	3	3	2
"415"	3	3	3	3	2	1	4	3	5	4	5	1	1	2	4	2	5	1	5	3	2	2	2	1	3	2	1	1	4	2	5	4	5	2	5	5	4	4	5	5	1	4	4	1	3	5	5	1	3	4	3	5	3	4
"416"	2	1	5	3	5	3	5	5	5	3	3	1	5	5	5	5	5	1	5	1	5	4	2	5	5	5	3	4	3	1	3	1	5	5	5	4	3	4	5	4	5	5	4	5	5	3	3	5	3	1	5	1	3	1
"417"	2	3	5	3	4	3	4	5	2	4	2	1	1	3	4	5	4	1	4	2	3	3	1	3	4	2	4	3	3	3	4	2	4	3	1	5	3	4	5	2	3	3	3	4	4	4	4	2	4	4	5	5	2	2
"418"	1	4	1	2	4	1	4	4	3	3	1	2	5	2	1	2	5	4	5	2	1	5	4	5	5	3	1	2	2	2	3	4	4	5	3	2	2	2	3	4	3	1	4	1	3	4	2	5	1	1	5	1	3	1
"419"	4	3	5	3	4	3	4	4	3	4	3	3	1	3	2	2	4	1	5	2	1	4	4	2	4	3	4	5	4	2	2	2	3	3	3	2	2	3	4	3	4	3	5	4	5	4	4	1	3	3	1	2	3	3
"420"	3	3	3	5	4	2	3	3	4	3	1	3	3	2	3	3	3	1	5	1	3	3	3	2	3	3	4	5	3	3	5	1	5	3	4	5	3	4	3	3	3	4	2	3	3	3	3	3	3	4	3	4	3	3
"421"	4	2	2	4	5	1	3	4	3	5	4	2	5	5	5	5	5	3	5	3	2	3	5	2	4	3	3	3	3	1	4	1	5	3	4	3	4	5	5	4	4	3	3	3	3	4	4	1	3	5	5	3	4	1
"422"	3	2	3	4	4	1	5	5	3	5	3	2	5	4	3	5	5	3	5	1	5	5	4	3	3	4	5	4	4	3	3	2	3	5	3	3	3	5	3	4	3	3	1	3	4	4	4	3	3	3	1	5	3	4
"423"	3	5	5	5	3	4	5	5	3	5	5	2	3	3	2	2	3	1	4	2	3	5	4	3	4	4	1	3	4	3	5	3	3	3	5	4	3	4	4	5	3	4	5	5	5	5	4	4	4	3	4	4	4	3
"424"	3	5	4	5	3	3	4	4	2	4	4	3	2	5	5	3	5	5	5	2	3	5	5	2	3	4	3	5	3	3	3	3	2	4	3	2	4	2	3	4	4	4	5	4	4	4	4	1	3	5	4	3	3	3
"425"	3	2	5	2	3	1	3	3	3	3	1	2	3	5	4	5	4	1	5	3	1	5	5	3	3	3	5	1	3	1	4	4	4	3	5	5	4	5	4	5	5	4	5	4	3	4	4	2	4	3	5	3	3	2
"426"	3	3	5	3	3	3	5	5	4	5	3	1	5	5	5	5	5	3	5	5	5	5	5	5	3	3	5	5	1	2	1	3	3	3	5	5	3	5	3	2	3	1	5	5	5	1	1	3	1	3	3	1	4	3
"427"	1	1	1	1	1	1	5	4	2	5	3	1	1	4	4	5	5	1	5	1	2	5	5	1	5	3	3	4	2	4	3	3	5	3	2	2	1	4	4	4	4	1	3	5	4	4	4	4	3	5	5	1	2	3
"428"	4	2	5	5	2	1	4	4	1	5	3	2	1	4	4	4	5	2	5	2	2	3	4	3	5	3	1	3	3	1	5	3	3	5	3	5	2	3	1	3	3	4	2	5	4	4	3	3	3	1	4	4	2	1
"429"	3	1	3	4	3	3	3	3	1	3	2	2	1	5	4	3	3	1	5	2	5	4	5	4	4	3	3	3	4	1	2	3	5	3	4	3	3	5	5	5	3	3	4	4	5	4	3	3	3	3	2	3	4	5
"430"	3	3	1	2	3	1	4	5	4	5	4	1	1	3	2	4	3	1	4	2	3	4	4	3	3	3	3	1	3	1	3	4	3	3	3	3	2	3	4	2	1	3	4	3	2	2	3	1	4	4	1	5	3	2
"431"	2	2	4	2	2	1	2	2	4	5	3	2	1	2	3	4	5	1	4	1	2	5	2	3	5	2	2	5	3	1	3	3	4	4	4	3	4	3	4	4	4	1	1	2	4	4	4	5	3	1	4	4	3	4
"432"	2	3	3	3	3	3	4	4	2	4	2	2	3	4	3	3	3	2	2	4	3	4	4	3	3	4	5	3	4	2	4	3	4	3	4	4	3	4	4	4	2	4	5	3	3	4	3	4	3	1	3	3	4	4
"433"	5	1	2	3	4	3	3	2	1	4	5	2	1	2	1	5	2	2	4	4	1	5	4	4	4	3	4	2	3	1	2	2	5	3	4	3	3	5	2	4	2	2	5	5	2	3	2	3	3	4	5	4	2	3
"434"	4	4	3	5	5	1	3	5	3	5	1	1	2	5	5	5	4	3	4	1	3	3	4	3	5	5	2	3	3	1	4	4	5	5	3	2	3	5	5	3	3	4	5	3	5	4	3	1	3	1	5	5	3	3
"435"	2	1	2	3	2	1	3	3	4	1	4	4	5	2	1	3	5	1	4	1	1	5	4	4	5	4	5	2	3	1	3	1	4	3	5	4	2	3	3	5	4	5	1	4	2	4	4	3	2	3	3	4	4	1
"436"	1	3	2	2	3	1	4	3	4	3	2	1	4	2	5	3	3	1	4	2	3	5	4	3	4	3	4	1	4	2	4	3	4	4	4	4	3	3	2	4	4	2	2	3	5	4	4	1	4	4	5	3	4	3
"437"	2	2	2	1	1	2	3	3	1	3	5	2	3	2	2	4	5	2	5	2	1	2	4	5	5	3	4	3	3	1	2	3	2	4	5	1	3	2	4	5	4	3	5	3	5	3	4	3	3	3	4	4	3	3
"438"	1	1	2	1	2	1	5	5	2	2	1	1	1	5	3	5	5	1	5	1	3	2	5	3	3	4	3	2	3	1	3	1	3	5	4	2	2	3	3	3	4	3	4	3	5	4	2	1	2	3	5	2	3	4
"439"	5	4	4	3	4	1	5	5	1	5	3	2	4	4	3	4	5	2	5	2	4	4	3	5	2	4	4	4	3	1	4	2	4	3	4	3	3	3	5	3	3	3	2	5	2	4	2	1	4	2	4	3	3	4
"440"	3	2	1	2	3	4	4	4	4	4	4	1	5	3	1	3	5	1	4	1	3	3	5	1	5	1	4	3	4	3	5	3	4	2	5	3	3	2	3	3	3	4	4	5	1	4	5	2	3	2	1	5	4	4
"441"	3	1	1	2	3	4	4	4	3	4	3	2	3	3	3	3	3	3	4	2	2	4	4	3	3	4	3	1	3	2	3	3	4	3	4	4	3	3	3	2	3	4	3	2	5	3	3	4	3	4	5	5	5	1
"442"	3	3	2	3	2	1	3	3	1	3	4	2	1	3	2	4	3	1	4	2	2	4	4	3	3	4	2	1	3	1	3	3	1	3	3	3	3	2	5	3	3	4	5	5	4	4	4	1	3	5	4	3	3	3
"443"	3	3	4	3	2	3	4	5	2	5	3	1	2	2	1	4	4	1	4	1	3	4	4	4	5	3	2	5	4	2	3	4	4	3	4	3	3	2	5	5	3	4	4	4	4	4	3	5	3	3	2	4	3	1
"444"	4	2	5	4	5	4	3	4	1	3	2	1	2	3	2	5	5	2	5	2	4	4	4	4	4	4	2	5	3	3	2	2	5	5	5	4	3	3	2	4	2	4	3	3	2	4	3	4	3	3	2	3	4	1
"445"	2	3	2	3	3	3	4	4	1	5	4	4	1	3	5	3	5	1	5	1	2	5	4	4	3	3	2	3	3	2	3	3	3	3	4	3	3	4	4	3	2	3	3	5	5	3	4	3	4	3	2	3	3	3
"446"	4	2	4	2	3	3	4	4	3	4	2	2	2	3	5	4	3	1	4	2	5	5	5	2	5	4	3	5	3	3	4	3	3	3	4	3	3	4	4	3	3	3	3	3	4	5	4	2	3	5	5	4	4	3
"447"	2	2	1	1	2	1	5	3	2	3	3	3	2	4	4	4	3	3	2	3	1	2	3	3	5	2	4	1	3	1	3	2	2	4	2	2	3	4	1	2	2	3	5	5	1	4	2	4	3	2	5	1	3	2
"448"	5	5	5	5	5	5	5	5	1	5	2	1	1	5	5	5	5	3	5	5	5	5	5	4	1	5	1	5	2	5	3	1	1	5	2	1	1	5	5	1	3	3	5	5	5	3	3	1	3	5	1	4	5	4
"449"	3	5	5	5	5	2	5	5	5	5	5	3	3	5	5	5	3	2	4	1	5	5	4	2	3	4	5	2	3	2	5	2	4	3	5	5	5	4	3	1	3	5	4	3	2	5	4	1	3	5	5	3	3	3
"450"	3	1	3	2	5	3	4	3	1	4	5	3	2	4	1	5	5	3	4	2	4	5	4	3	5	4	3	4	3	1	3	1	2	4	3	3	2	5	5	5	3	5	5	4	4	3	3	3	3	3	4	3	3	1
"451"	4	1	1	2	5	3	5	5	3	5	5	2	2	5	5	3	4	1	5	3	2	2	2	3	5	5	2	4	4	1	4	2	3	3	4	3	4	1	5	5	4	5	5	4	2	4	5	3	4	1	1	3	3	1
"452"	3	4	2	4	3	4	5	4	2	4	3	2	1	3	2	4	4	1	5	2	2	4	4	1	2	4	2	4	3	2	3	2	4	2	4	4	4	4	4	4	2	4	3	4	3	5	4	3	3	5	2	5	4	4
"453"	3	2	5	4	5	3	5	5	1	5	4	1	1	5	2	5	5	4	5	1	5	5	4	1	4	5	3	3	2	3	5	2	5	2	5	5	3	4	5	3	2	5	5	3	5	5	5	3	3	2	1	4	4	1
"454"	3	2	4	2	5	3	4	4	1	4	5	3	2	5	1	5	5	3	4	2	4	5	4	3	5	4	3	3	3	1	3	2	2	3	3	3	2	5	4	5	3	5	5	4	4	3	3	3	3	3	4	3	3	1
"455"	3	4	3	1	1	1	4	3	2	2	3	2	4	2	1	2	4	1	2	3	3	3	3	2	5	4	2	1	4	1	3	3	4	2	4	3	3	3	2	5	2	4	2	3	4	5	4	1	4	2	3	3	4	2
"456"	2	3	5	3	3	1	3	3	2	4	3	2	1	3	4	1	5	5	5	3	3	3	3	4	3	4	1	5	4	1	3	3	4	3	3	2	3	5	5	3	3	3	4	4	5	4	3	2	4	3	5	4	5	3
"457"	5	4	1	2	2	1	4	5	2	5	4	1	2	1	5	1	3	3	3	1	5	5	5	1	4	5	2	1	3	1	2	1	3	3	2	2	2	5	5	5	4	3	5	5	1	5	3	4	4	2	1	3	5	1
"458"	2	1	1	2	2	3	4	5	5	3	5	2	3	2	3	5	4	1	4	3	4	3	5	3	5	3	2	5	4	1	3	2	4	2	3	3	4	4	3	5	1	3	5	5	1	3	4	1	4	3	4	3	3	2
"459"	1	1	5	5	5	5	5	5	1	5	5	1	5	5	5	5	1	5	5	1	5	1	5	1	5	5	1	5	3	2	4	1	4	3	2	3	1	3	4	5	1	3	5	5	5	3	3	1	4	4	5	4	5	4
"460"	1	4	3	4	2	4	4	3	2	5	2	2	1	4	3	4	4	1	5	2	2	3	2	3	4	3	3	4	4	1	3	4	5	4	3	4	5	4	5	1	2	2	3	1	3	4	4	3	3	4	4	5	4	2
"461"	5	1	1	1	2	1	2	2	1	5	5	2	4	3	5	3	5	1	5	1	1	5	5	2	5	5	3	1	3	2	5	3	5	3	3	5	5	5	5	5	4	5	1	1	2	5	5	4	4	1	5	5	3	1
"462"	3	3	3	4	4	3	4	4	3	4	3	2	2	3	3	3	3	2	3	1	3	3	5	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3
"463"	4	3	2	4	2	2	4	4	2	3	3	4	1	5	5	4	3	2	4	3	1	3	5	4	1	3	3	3	4	2	2	4	4	4	3	2	3	3	2	1	4	4	5	3	4	4	3	2	3	4	1	2	4	3
"464"	2	2	2	4	2	1	3	4	2	5	3	1	4	4	1	5	2	4	3	3	1	5	3	5	2	4	5	5	3	1	3	1	1	5	3	2	2	5	5	4	3	2	5	5	5	2	2	1	2	5	5	1	3	3
"465"	4	1	3	1	3	3	3	4	5	5	5	1	2	5	1	5	5	5	5	5	5	2	5	2	4	4	3	5	4	3	4	2	4	5	4	5	4	5	5	5	2	5	5	5	5	4	3	3	3	3	4	3	5	1
"466"	4	4	2	5	4	1	4	4	1	4	3	2	1	5	1	5	4	1	5	2	4	5	5	1	2	3	3	2	3	1	3	4	4	3	4	4	2	3	4	3	2	2	4	5	2	4	4	3	3	4	3	3	4	3
"467"	4	4	2	4	2	4	3	3	4	3	3	2	4	2	4	2	3	2	3	4	3	3	3	1	5	1	3	1	3	2	5	5	5	5	3	3	3	3	3	3	2	3	3	2	4	2	4	2	4	3	4	5	3	3
"468"	3	2	3	2	5	4	3	4	1	4	5	3	1	5	5	4	2	4	4	3	2	4	4	2	5	4	2	5	3	3	3	3	3	3	3	2	2	4	4	2	3	3	5	3	4	4	3	1	3	3	4	1	4	3
"469"	3	5	3	3	3	3	4	4	5	2	3	4	1	4	1	4	4	4	3	3	3	4	5	2	2	4	3	5	3	1	3	3	4	3	4	2	4	3	5	3	1	3	4	4	4	5	3	4	3	3	2	2	4	3
"470"	4	3	1	1	5	5	5	5	1	3	5	1	2	5	4	3	5	3	5	2	5	5	4	4	3	5	1	5	4	3	5	5	5	3	4	4	2	1	4	4	2	4	3	3	1	4	4	2	3	4	3	4	2	4
"471"	2	2	4	4	2	4	5	5	1	4	4	2	2	2	1	5	5	1	5	2	3	3	5	3	3	3	4	4	3	3	3	2	2	4	4	2	3	2	4	2	4	4	5	3	5	3	4	3	3	2	3	2	4	3
"472"	1	2	4	3	5	3	5	5	4	5	4	1	4	4	5	3	5	1	5	3	1	4	5	1	4	1	2	4	4	1	5	2	5	1	3	3	3	4	4	5	3	4	2	2	1	5	5	4	4	3	4	4	3	2
"473"	2	2	2	4	2	3	3	4	4	4	4	2	5	3	2	5	4	3	4	5	2	4	4	5	2	3	3	4	3	2	1	2	2	3	3	2	3	3	2	1	3	3	5	4	3	3	2	4	3	3	3	1	3	1
"474"	3	5	5	5	5	5	5	5	1	2	1	1	1	5	1	2	5	2	5	4	2	5	5	5	2	5	2	5	1	3	2	1	1	5	1	1	1	5	2	1	1	1	5	5	1	4	1	1	3	5	5	4	1	1
"475"	3	4	3	5	4	5	5	4	5	3	5	4	2	2	3	1	4	2	3	1	3	5	5	2	2	4	1	5	5	2	5	3	4	1	4	5	4	3	5	4	2	5	5	3	1	5	5	5	4	1	2	5	4	2
"476"	3	1	2	2	3	3	2	4	2	4	5	2	1	2	5	4	4	2	5	2	2	5	4	3	5	3	2	5	3	2	5	3	2	3	2	1	4	4	4	4	2	3	3	3	4	4	3	3	3	3	5	5	3	2
