id	History	Psychology	Politics	Mathematics	Physics	Internet	PC	Economy.Management	Biology	Chemistry	Reading	Geography	Foreign.languages	Medicine	Law	Cars	Art.exhibitions	Religion	Countryside..outdoors	Dancing	Musical.instruments	Writing	Passive.sport	Active.sport	Gardening	Celebrities	Shopping	Science.and.technology	Theatre	Fun.with.friends	Adrenaline.sports	Pets
625	3	5	1	1	1	3	1	4	4	2	2	1	5	3	2	1	3	1	2	5	2	4	3	5	1	3	5	1	3	5	5	2
626	2	3	3	3	1	5	4	2	1	1	1	4	5	2	2	2	1	4	2	5	5	1	5	5	2	3	4	3	2	5	2	5
627	2	4	2	2	2	4	4	4	4	2	3	3	3	2	2	4	2	2	4	2	2	1	4	3	4	4	4	2	2	4	4	4
628	3	3	3	3	1	5	4	3	4	4	2	3	3	3	2	1	2	2	4	2	3	1	2	3	2	4	4	2	2	5	2	1
629	2	4	2	4	4	4	4	3	3	3	1	2	3	2	2	3	1	1	1	1	3	1	5	5	1	1	2	4	1	4	5	4
630	2	1	4	1	1	4	1	3	2	1	2	5	5	1	3	1	5	1	5	3	1	1	5	1	1	3	5	1	5	5	4	5
631	3	4	1	3	1	5	5	4	3	1	1	4	4	1	2	4	1	3	3	4	4	1	5	5	2	2	5	2	3	5	3	1
632	3	3	3	4	3	4	4	3	2	2	5	3	5	5	3	2	3	5	5	5	5	5	1	4	3	2	4	3	5	5	2	5
633	4	4	2	3	3	4	3	2	3	3	2	3	1	4	3	3	2	2	3	1	1	1	5	5	1	2	2	2	2	3	5	4
634	1	1	1	1	1	4	4	1	1	1	1	5	1	1	1	5	2	2	3	2	3	1	3	5	1	1	3	4	3	5	3	3
635	3	3	2	2	2	4	1	1	3	2	4	3	4	2	1	1	4	4	4	5	3	2	4	4	2	3	5	3	5	5	3	2
636	4	3	3	1	3	3	3	1	4	4	4	5	5	5	2	1	2	2	3	5	1	1	1	3	1	2	2	4	3	3	1	2
637	5	3	3	1	1	5	4	4	5	2	1	4	3	1	2	5	3	4	4	5	3	1	4	4	4	2	4	2	1	5	4	4
638	4	4	2	5	5	5	5	3	3	4	2	2	4	2	1	2	4	4	5	2	1	1	3	5	3	2	4	5	4	5	4	5
639	4	3	2	1	1	5	2	2	5	3	3	4	4	4	3	1	2	2	5	1	1	1	3	4	3	3	3	3	3	4	1	5
640	2	1	1	3	1	5	5	1	2	1	5	2	4	2	1	4	1	1	4	1	5	1	2	4	1	1	1	4	1	2	2	1
641	4	5	3	3	3	4	3	5	4	1	4	5	5	5	1	2	2	2	3	3	1	1	4	5	2	5	5	3	2	5	5	4
642	2	2	2	2	2	5	3	1	2	2	1	1	2	1	1	3	1	1	3	1	2	1	3	2	1	1	2	2	1	5	2	3
643	3	1	2	4	5	4	3	1	5	5	5	3	1	5	1	2	4	1	5	2	3	1	4	4	4	2	5	5	5	5	1	5
644	4	4	4	2	2	4	2	3	2	2	5	4	5	2	2	2	4	3	5	5	3	1	3	5	2	2	2	3	5	5	4	5
645	3	3	3	4	2	4	3	3	4	2	4	4	5	4	2	2	4	4	5	3	5	1	3	4	5	4	4	2	3	4	2	5
646	5	2	5	3	4	5	4	2	4	2	4	5	2	2	3	5	4	3	5	2	2	2	5	5	5	4	4	5	3	5	3	5
647	2	2	2	1	1	4	4	3	1	1	1	1	3	1	1	2	1	1	2	1	1	1	3	5	1	2	2	3	1	5	1	1
648	5	4	1	1	1	5	3	1	5	1	5	3	3	1	1	3	1	3	5	3	1	1	4	1	3	3	5	1	1	5	4	5
649	2	2	1	2	1	4	3	2	4	4	5	1	3	5	2	2	2	2	5	5	4	1	4	4	1	1	3	2	5	5	3	2
650	3	4	2	1	1	4	3	3	3	4	3	4	5	2	3	2	2	1	4	5	4	3	3	2	1	4	4	3	4	5	4	5
651	3	3	1	4	4	5	5	1	2	1	1	2	2	2	1	4	4	1	4	3	1	1	3	5	1	2	3	1	1	4	4	5
652	5	3	5	1	1	5	4	5	1	1	2	5	5	1	4	4	2	2	5	1	1	1	5	3	1	1	3	2	3	4	2	2
653	3	2	4	4	2	5	5	1	1	1	3	3	3	1	1	3	1	1	2	1	1	1	2	1	1	1	1	5	1	4	1	1
654	3	2	3	1	1	4	1	2	1	1	5	4	5	4	4	2	1	4	5	3	1	1	4	1	1	2	3	5	3	5	2	5
655	4	2	4	3	2	4	2	4	3	2	1	5	2	3	3	5	2	3	4	2	1	1	5	4	2	3	3	4	2	3	2	4
656	1	2	1	3	1	3	2	3	3	3	4	3	5	3	1	1	3	1	3	1	3	1	3	3	1	1	3	2	3	4	2	1
657	5	5	5	5	5	4	5	4	5	5	5	5	5	5	3	3	5	3	5	5	4	4	5	5	3	2	5	4	4	5	5	5
658	1	5	1	1	1	5	2	3	1	1	1	1	4	3	1	1	3	1	5	1	1	2	4	1	2	1	5	4	4	5	3	3
659	1	3	3	5	3	5	5	4	1	1	1	1	3	1	4	4	2	1	5	4	4	1	5	5	1	1	2	4	1	5	5	4
660	2	2	4	3	3	5	2	5	2	2	2	1	4	2	3	1	3	1	5	3	5	3	5	1	2	1	2	1	2	5	1	2
661	5	4	2	2	1	3	2	2	2	1	4	4	5	3	2	1	4	2	5	2	1	4	3	2	1	4	3	2	3	5	3	1
662	4	4	1	2	2	4	2	3	2	1	4	3	3	3	2	3	3	1	3	2	1	4	4	2	2	3	4	2	3	4	2	4
663	3	2	1	4	2	4	3	4	2	1	3	1	4	3	1	3	2	4	4	2	1	1	3	1	1	2	4	3	4	5	2	5
664	4	3	2	3	3	3	3	1	2	2	4	4	2	2	1	1	4	3	4	3	3	3	4	4	4	1	2	3	4	5	4	1
665	3	2	2	1	1	5	2	3	4	2	4	5	4	5	1	3	2	3	5	5	1	2	4	4	4	3	4	4	3	4	2	2
666	4	4	4	1	1	5	4	1	2	1	3	3	4	1	2	2	5	1	5	2	2	1	4	3	2	1	3	4	5	5	5	5
667	3	4	3	1	1	3	3	1	1	1	4	3	5	1	1	1	5	1	5	1	3	4	5	3	1	1	1	3	4	5	5	5
668	5	4	4	2	2	5	4	2	2	1	2	2	3	2	2	2	3	5	5	2	3	1	5	3	4	1	1	3	3	5	4	4
669	2	5	2	4	4	3	5	1	5	3	4	3	4	2	1	1	4	4	5	1	5	4	3	3	1	1	2	5	4	3	1	2
670	4	4	2	2	2	4	3	2	4	2	2	4	4	2	2	4	4	2	4	2	2	2	4	4	2	2	4	3	2	4	3	3
671	3	4	3	2	2	3	3	3	2	2	4	3	4	2	3	3	2	2	4	4	1	1	2	3	2	2	3	3	2	4	3	4
672	3	4	3	3	3	4	4	3	3	3	2	3	4	3	3	4	4	2	5	5	4	1	2	4	2	4	4	3	4	5	2	5
673	3	2	3	1	1	4	2	2	2	2	3	1	4	3	3	3	4	1	4	2	1	1	4	4	1	3	4	3	5	4	1	5
674	3	5	2	1	1	5	3	1	2	2	5	2	4	2	2	1	3	1	3	1	1	2	4	2	3	4	3	2	3	4	1	5
675	1	2	4	3	3	4	5	5	2	2	3	3	3	1	3	3	1	1	4	1	1	1	5	5	1	1	2	4	3	5	4	3
676	3	3	2	2	2	5	3	2	2	2	5	2	1	2	2	2	3	2	4	5	2	3	3	1	3	4	5	2	5	5	2	2
677	3	1	1	1	1	5	1	1	1	1	1	3	4	1	5	2	3	1	4	1	1	1	5	5	2	4	3	3	5	5	2	3
678	5	2	3	4	1	5	3	2	2	1	3	4	3	2	4	4	2	2	3	3	2	1	3	3	1	3	3	1	4	5	4	5
679	5	3	1	2	2	5	5	1	3	2	4	4	4	3	2	2	5	2	5	2	1	1	5	4	2	1	1	5	5	5	5	5
680	3	4	2	1	1	5	4	1	2	1	5	5	5	3	1	1	5	4	5	2	4	3	1	5	3	2	3	3	3	5	2	5
681	4	4	1	3	2	5	3	3	5	4	5	5	4	5	3	4	2	1	5	5	1	1	3	5	1	2	3	4	3	5	5	5
682	3	4	1	2	4	5	4	3	5	3	5	5	5	5	3	4	4	3	5	3	1	1	1	5	4	1	3	5	5	5	3	3
683	3	3	2	4	2	4	4	2	2	1	3	4	3	2	2	4	2	4	4	1	1	1	4	1	1	2	3	4	3	4	3	5
684	4	4	1	1	1	4	4	2	5	3	5	5	3	5	4	3	1	4	5	3	3	1	3	3	5	3	3	3	3	5	1	5
685	2	1	1	3	1	5	5	3	4	1	2	3	3	3	2	3	3	4	5	4	3	2	5	4	5	4	5	1	2	4	1	3
686	3	3	3	2	1	4	3	2	3	2	4	3	4	5	4	3	4	2	3	4	5	4	3	3	2	4	4	4	3	4	3	5
687	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
688	3	2	3	1	3	5	5	3	1	2	3	4	5	1	2	5	4	1	4	3	3	2	5	5	1	2	4	5	4	5	5	2
689	3	5	1	3	1	5	5	1	5	3	5	3	3	3	1	1	3	3	3	2	1	3	3	3	1	3	5	1	3	3	1	1
690	5	3	3	3	1	4	3	5	2	5	3	4	5	2	4	5	4	2	2	3	2	1	3	3	1	3	4	2	2	4	2	5
691	4	4	3	3	2	4	4	4	3	2	5	5	5	3	2	5	3	1	4	3	3	2	5	5	2	2	2	4	4	4	2	2
692	3	2	1	1	1	4	3	1	1	1	4	3	5	1	1	5	2	1	3	4	1	1	1	4	1	2	4	2	2	5	4	3
693	5	5	5	3	3	5	4	3	3	1	5	5	4	4	2	2	4	4	4	2	5	5	5	4	1	2	3	4	3	5	2	3
694	2	4	2	1	1	5	4	4	2	1	1	1	2	1	4	3	2	1	3	3	1	1	3	3	1	3	5	3	4	5	4	3
695	5	5	5	5	3	5	5	3	2	2	2	4	5	1	3	4	3	5	4	3	5	1	4	5	1	2	2	5	2	5	3	1
696	4	5	2	2	2	4	2	3	2	1	4	1	4	2	3	2	4	1	4	4	1	1	3	4	1	3	3	2	5	5	3	5
697	3	3	2	2	1	3	2	3	2	1	1	4	5	3	3	1	1	3	5	5	2	3	2	3	1	1	2	2	4	5	1	3
698	2	1	2	4	1	4	3	5	2	1	5	4	5	1	3	2	2	2	3	1	1	4	4	1	2	3	3	1	2	3	1	1
699	3	5	3	1	2	5	3	2	4	3	2	2	5	3	2	1	2	2	5	5	1	2	2	5	3	5	5	1	3	5	4	2
700	2	3	2	1	1	4	2	1	2	1	1	5	4	3	1	2	2	2	3	5	2	1	4	5	5	4	4	2	3	5	2	1
701	3	3	1	1	1	5	2	2	1	1	5	1	2	1	1	5	1	3	3	1	1	1	2	1	4	2	2	1	1	4	1	5
702	5	5	3	3	3	5	3	1	4	3	3	4	3	5	1	2	2	2	5	3	1	2	1	5	2	1	2	3	3	3	5	5
703	5	5	5	5	5	5	5	3	2	2	3	5	3	3	1	5	2	5	3	3	4	2	3	1	1	1	1	5	5	5	2	2
704	3	2	2	1	1	5	5	3	3	3	2	5	3	3	3	3	2	2	4	1	4	1	5	5	3	3	2	3	2	5	5	5
705	2	4	1	1	1	4	3	2	3	1	1	5	5	3	2	2	1	3	5	5	1	1	2	5	1	3	4	2	3	5	5	4
706	4	5	3	4	5	5	3	2	3	1	2	4	5	5	3	4	5	3	5	4	5	3	5	5	2	3	5	5	5	5	5	5
707	2	2	4	1	1	4	3	5	1	1	3	3	4	1	1	4	1	2	4	3	1	1	5	5	2	2	3	4	4	5	4	1
708	2	3	1	3	2	3	2	2	5	4	5	4	2	4	2	2	4	2	5	2	3	2	1	5	1	2	3	4	4	4	4	2
709	2	3	3	3	3	4	4	3	1	1	2	2	3	2	4	5	2	1	2	2	1	1	2	3	1	1	2	3	1	5	3	5
710	2	2	2	1	1	3	3	1	1	1	3	3	5	1	1	5	3	2	4	3	1	1	1	3	1	4	5	2	3	5	5	3
711	3	5	2	5	4	3	3	3	3	4	4	1	3	2	2	1	2	1	1	1	1	1	4	2	1	1	3	2	5	5	5	2
712	3	2	1	1	1	3	1	1	1	1	3	1	3	1	1	2	2	2	4	1	1	1	3	2	2	3	3	2	3	3	2	5
713	1	5	1	1	1	5	4	1	3	1	2	3	5	3	1	1	4	5	4	1	3	1	4	3	2	3	4	4	4	5	1	3
714	5	4	4	1	1	3	1	1	4	1	5	3	5	2	3	2	4	3	4	5	4	4	3	3	1	1	3	1	5	5	2	3
715	3	3	2	3	2	4	4	4	3	3	5	3	5	4	3	3	3	3	5	4	1	1	3	5	5	4	3	2	5	5	4	5
716	4	1	3	2	3	4	5	3	4	3	3	3	3	3	2	3	1	1	2	1	2	1	4	5	2	1	3	5	2	4	1	5
717	5	5	5	5	5	4	4	4	4	4	3	4	4	4	5	3	2	3	5	3	4	3	4	3	2	1	4	4	5	4	2	2
718	3	3	1	3	1	4	1	1	4	3	3	3	5	1	1	2	5	1	5	3	2	2	4	1	3	1	3	1	4	5	1	5
719	3	3	2	1	1	4	4	1	5	5	3	4	5	4	2	3	3	2	5	2	5	2	5	5	3	3	3	3	4	5	3	4
720	3	3	2	4	2	4	4	3	2	1	2	2	3	1	1	1	1	3	1	1	1	1	1	5	1	2	2	3	1	4	2	3
721	5	4	3	2	3	3	4	1	5	3	5	5	3	2	1	2	4	5	5	2	4	5	3	5	5	3	4	4	5	5	5	1
722	1	1	4	3	2	3	1	3	5	5	1	5	5	5	1	2	5	3	5	5	5	1	5	1	3	1	1	4	5	5	4	1
723	3	3	3	2	2	2	2	1	1	1	3	4	5	1	2	2	4	1	5	3	3	5	2	4	1	1	3	2	5	4	2	1
724	5	3	4	3	1	4	1	3	2	1	5	2	5	2	5	2	3	2	4	2	1	1	4	1	2	1	3	2	5	5	1	1
725	2	4	2	2	2	3	1	1	2	1	1	1	2	1	1	1	2	1	3	3	1	1	3	2	1	3	2	1	3	4	1	2
726	5	3	5	1	3	4	3	4	1	1	1	5	5	1	4	3	2	2	4	1	1	5	4	3	1	4	2	4	3	5	5	3
727	2	5	2	1	1	5	5	2	2	1	3	3	2	1	1	5	1	1	2	5	1	1	2	1	1	1	3	4	1	5	2	5
728	1	1	1	3	3	5	3	1	1	1	1	2	1	1	1	5	1	1	1	1	5	3	1	5	1	2	2	5	1	5	2	1
729	5	3	2	5	1	5	5	5	1	1	4	1	4	1	1	3	3	1	5	2	1	2	5	5	1	5	5	5	5	5	5	5
730	4	4	2	4	4	5	5	3	5	5	3	3	4	5	3	3	2	1	4	2	1	2	5	5	2	1	2	4	3	5	5	5
731	5	5	5	1	1	2	2	2	4	3	5	5	5	5	2	3	5	3	5	3	5	1	2	1	1	2	1	3	5	4	5	5
732	4	2	3	4	2	5	4	5	2	1	5	4	5	2	3	2	2	3	1	4	1	1	3	4	1	4	3	2	3	5	2	1
733	5	4	5	3	2	5	2	3	2	2	5	5	5	2	3	1	2	2	5	5	1	1	2	5	1	1	3	1	2	5	4	1
734	5	5	5	5	3	3	3	5	2	2	5	5	5	3	4	1	3	3	5	5	5	2	5	5	4	2	5	5	4	4	2	5
735	3	2	1	5	3	3	3	1	1	2	5	1	4	1	1	1	3	5	4	4	5	1	4	4	2	1	2	1	3	4	1	1
736	4	4	3	3	3	1	1	2	2	2	5	2	1	1	2	1	2	5	4	2	2	2	1	1	3	3	2	1	4	2	1	3
737	5	5	4	2	3	4	2	3	4	2	4	3	3	3	5	3	4	4	4	4	3	2	4	3	1	3	3	3	4	4	3	4
738	4	4	1	1	1	5	2	2	3	2	5	3	5	3	2	1	4	2	5	5	5	4	3	4	2	3	4	1	3	5	3	5
739	1	1	3	4	4	5	5	3	1	2	1	3	5	1	2	5	1	3	3	4	1	1	5	5	1	1	3	4	1	5	5	4
740	5	4	5	5	5	5	5	5	3	2	1	5	5	4	4	4	2	5	4	3	3	1	5	5	1	1	3	5	2	5	5	4
741	4	3	5	3	2	5	4	5	3	1	3	5	4	3	4	5	3	4	4	3	3	2	3	5	3	4	4	4	3	5	5	4
742	5	1	1	5	3	3	1	5	5	5	5	2	5	4	2	1	5	4	5	3	5	1	2	1	1	1	2	2	5	5	3	1
743	3	5	3	4	3	5	4	5	4	1	5	4	5	4	4	2	3	5	5	4	3	4	3	5	1	1	3	4	4	5	4	1
744	1	2	2	3	3	4	5	4	2	2	2	1	3	2	2	2	2	1	2	1	1	1	4	4	1	1	1	4	3	5	4	2
745	3	1	1	1	3	4	4	1	5	5	5	1	4	5	1	4	3	5	5	1	5	3	5	1	2	1	3	5	4	5	5	3
746	4	4	3	4	4	5	5	3	2	2	1	3	3	2	2	5	2	4	3	3	1	1	3	2	1	1	2	5	2	4	3	4
747	1	1	1	5	1	5	3	3	2	2	1	4	4	1	1	1	2	1	4	1	1	1	3	4	1	3	4	2	4	5	2	4
748	5	4	2	1	2	1	4	1	5	2	5	5	3	2	1	2	5	5	5	3	5	5	2	4	5	2	4	3	5	4	4	1
749	3	3	2	2	2	5	5	1	3	3	2	3	2	2	2	2	4	3	4	4	5	5	1	4	5	2	4	3	3	5	3	5
750	4	4	1	1	1	4	3	1	3	2	1	4	5	3	4	1	3	1	5	1	5	3	3	3	1	3	3	3	2	4	2	4
751	4	5	2	4	3	3	3	2	3	2	2	2	2	5	3	5	5	5	2	5	1	3	2	5	4	2	5	5	5	5	5	1
752	2	2	1	1	1	5	2	1	1	1	5	3	4	2	2	1	5	2	5	2	5	2	1	2	1	5	5	2	5	5	1	1
753	3	5	1	3	1	4	2	4	5	4	1	1	5	4	4	1	3	2	1	5	1	1	2	3	2	5	5	4	4	5	2	1
754	4	4	4	1	1	3	1	2	1	1	5	3	5	3	1	1	2	3	5	4	5	1	2	1	2	2	2	2	4	5	2	5
755	3	2	4	4	3	4	4	3	3	2	4	4	5	2	2	4	3	4	3	3	3	2	4	4	2	3	2	4	2	5	4	2
756	3	3	3	4	4	5	4	3	4	2	5	4	5	5	1	1	1	1	4	3	1	4	1	5	1	4	4	5	4	5	4	5
757	5	4	3	3	3	5	5	3	3	3	5	4	4	2	2	3	2	3	5	3	2	2	3	2	2	3	4	4	2	5	3	5
758	2	4	1	1	4	4	1	2	5	5	3	3	5	5	1	1	4	5	1	5	1	1	4	5	1	2	4	5	4	5	5	4
759	2	2	1	3	4	4	5	3	2	3	1	3	4	2	1	5	1	1	4	1	1	1	5	5	3	1	4	5	2	3	4	4
760	5	4	2	4	2	3	3	1	2	5	5	4	3	5	2	4	5	5	5	4	5	5	3	4	5	3	5	5	5	5	5	5
761	4	3	5	3	3	3	3	5	2	1	5	4	5	3	4	1	2	4	5	5	1	1	1	4	1	3	4	2	4	5	3	1
762	2	2	3	3	3	5	5	1	1	1	2	2	3	1	1	5	1	1	1	1	1	1	5	5	1	1	2	5	1	5	5	2
763	5	3	5	3	3	4	4	4	2	2	4	5	5	4	4	5	2	3	4	1	3	1	5	5	1	1	4	4	2	5	5	5
764	5	2	3	1	1	3	3	1	3	1	5	3	4	1	1	1	5	3	5	2	5	3	5	5	3	1	2	4	5	5	1	5
765	3	4	1	2	2	3	1	2	5	5	5	3	5	5	1	1	2	1	2	3	2	2	3	2	4	1	4	3	4	5	1	2
766	2	5	1	3	4	5	5	1	3	3	2	3	5	4	3	5	2	3	3	1	1	1	5	5	1	2	2	5	1	4	5	3
767	4	4	4	3	3	4	4	2	5	5	1	3	5	5	2	5	2	2	3	5	4	5	5	4	5	4	4	3	4	3	2	4
768	3	2	4	3	1	1	1	1	4	4	4	4	4	5	3	3	3	3	4	5	5	5	5	3	4	4	4	3	3	3	3	3
769	3	3	3	2	2	4	4	5	2	2	1	3	3	2	4	3	1	1	2	1	1	1	1	1	1	2	3	3	1	4	3	4
770	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
771	1	2	3	2	3	4	3	2	1	2	3	4	3	2	1	2	3	4	5	4	3	2	1	2	3	4	5	4	3	2	1	2
772	3	2	4	3	1	5	4	4	2	2	2	3	3	2	2	5	2	3	2	1	1	1	2	1	1	1	1	5	2	5	3	1
773	3	4	3	1	1	4	3	1	3	1	3	4	4	1	2	3	2	3	4	4	3	2	3	3	3	4	5	2	3	5	3	4
774	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	4	4	2	2	2	4	1	3	3	2	2	5	5	4
775	4	3	4	2	1	5	1	3	2	2	5	4	5	1	2	2	3	3	5	5	1	1	3	5	1	1	1	2	3	5	3	1
776	3	4	2	2	2	5	5	4	3	1	4	5	5	3	3	3	5	3	5	5	4	4	3	4	4	4	5	5	5	5	5	5
777	5	3	5	1	1	5	5	5	2	1	1	3	5	3	2	5	3	3	5	3	5	5	1	5	3	3	3	5	3	5	5	3
778	2	2	3	1	1	5	3	3	1	1	1	1	3	1	2	5	1	1	4	1	1	1	4	5	1	4	5	1	1	5	5	1
779	2	3	1	2	1	5	1	2	1	1	3	1	3	1	1	3	3	1	4	2	2	1	5	5	1	5	5	1	5	5	3	5
780	5	5	4	2	2	5	3	3	3	2	5	2	4	2	2	2	5	4	5	5	1	2	4	5	5	3	5	4	5	5	2	5
781	5	4	4	4	1	4	3	5	2	5	3	4	5	3	4	4	3	2	2	3	2	2	3	3	1	3	4	3	2	3	3	5
782	5	5	2	1	1	2	2	1	5	3	5	1	3	3	1	1	4	1	4	2	1	2	1	5	5	2	3	1	5	5	4	5
783	2	5	1	3	3	5	4	3	5	4	5	3	5	5	3	3	5	1	3	1	2	5	3	3	4	2	4	5	3	5	3	5
784	5	3	3	2	3	5	5	3	4	2	3	4	2	3	2	4	3	3	4	1	1	1	3	1	1	4	4	5	3	5	3	5
785	4	5	5	2	2	4	2	2	5	5	2	3	4	5	2	5	4	1	5	5	3	1	5	2	1	3	3	4	4	2	1	1
786	5	3	4	1	1	4	3	3	2	1	3	4	5	3	5	4	3	2	3	1	1	1	5	5	1	3	4	1	3	4	4	4
787	4	2	4	2	2	5	1	2	5	5	4	2	3	5	4	5	2	3	5	2	1	1	4	2	1	1	2	3	3	5	4	1
788	5	4	5	3	2	4	1	2	1	1	4	3	3	2	5	4	3	3	4	2	1	1	4	5	1	3	4	2	3	5	5	2
789	2	3	3	1	1	3	2	4	3	2	3	2	4	3	4	1	2	1	3	2	1	1	3	5	1	2	3	1	3	5	3	1
790	3	2	1	1	1	5	5	3	4	2	4	3	4	1	3	3	5	3	2	5	1	1	5	1	3	5	5	4	4	5	3	5
791	3	4	1	3	4	4	2	1	5	5	2	1	4	4	1	1	2	2	3	4	3	5	2	2	2	1	2	5	2	4	3	1
792	3	5	2	1	1	4	4	2	3	1	4	3	3	5	2	1	4	5	2	3	3	4	1	3	1	1	5	3	1	3	1	1
793	4	3	2	1	1	4	3	3	3	1	1	2	2	1	1	5	1	3	3	1	1	1	1	5	1	3	4	5	1	5	5	3
794	3	3	3	4	4	2	4	3	5	1	5	3	4	2	4	3	4	2	4	3	4	2	4	2	3	4	4	3	3	5	3	2
795	2	1	2	1	1	3	2	1	1	1	1	1	1	1	1	5	1	1	4	1	1	1	5	5	1	2	3	1	2	5	4	5
796	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	3	2	5	5	3	2	2	4	1	5	5	5	4	5	5	5
797	3	4	4	4	4	3	4	4	2	1	1	3	4	3	4	4	5	3	5	4	4	4	4	4	5	4	3	5	4	2	5	4
798	2	2	3	2	1	5	5	4	1	1	1	1	3	2	2	5	1	1	5	1	1	1	3	5	1	5	4	1	1	5	5	1
799	5	4	5	2	2	5	2	3	2	1	3	5	5	4	5	4	2	3	2	5	4	1	5	3	1	3	3	4	2	5	1	1
800	4	2	3	4	3	5	5	2	3	2	5	3	4	3	2	3	4	2	4	2	3	3	3	2	4	3	3	4	5	4	3	5
801	1	1	2	4	3	4	4	1	5	5	3	4	3	5	1	1	1	4	5	1	1	1	2	5	1	1	4	4	5	5	3	1
802	2	1	1	1	2	3	2	1	1	1	1	3	2	1	1	5	1	1	5	1	1	1	5	5	1	1	1	5	1	5	5	2
803	3	3	1	1	1	4	2	1	4	1	3	5	5	1	1	2	1	1	4	5	2	3	4	5	2	2	4	3	3	5	3	4
804	3	3	3	1	1	5	3	2	2	1	2	2	3	1	1	3	3	2	4	1	4	1	3	5	3	3	3	1	3	5	5	3
805	1	3	3	1	1	5	2	3	1	1	5	3	5	1	1	4	4	2	4	2	5	5	5	4	4	3	4	3	5	5	5	5
806	5	4	3	1	1	5	3	3	4	4	5	5	5	3	2	1	5	3	4	4	5	4	3	4	1	5	5	2	4	5	3	4
807	5	5	5	1	1	5	5	1	1	1	1	3	4	1	3	5	1	2	4	4	1	1	2	3	5	1	5	5	1	5	3	5
808	3	3	5	1	1	5	2	5	1	1	2	4	4	1	4	5	2	1	5	1	1	1	4	2	2	3	4	3	4	5	3	5
809	2	2	1	1	1	5	3	2	1	1	1	4	3	1	1	3	1	1	4	1	1	1	5	5	1	1	4	3	2	5	5	1
810	4	3	5	1	1	4	5	1	1	1	1	3	5	1	2	5	1	2	4	1	1	1	1	1	1	1	5	5	1	5	5	1
811	4	4	2	1	1	3	3	3	3	1	5	3	3	3	3	2	5	3	5	3	5	5	4	3	2	4	2	4	5	5	4	5
812	4	5	4	2	3	3	3	2	4	2	5	4	4	4	3	2	4	3	4	2	3	4	3	4	3	1	2	5	4	5	3	5
813	5	1	1	1	1	5	3	5	1	1	1	5	2	1	5	5	1	1	5	3	1	3	5	5	5	1	5	3	1	5	2	4
814	3	1	1	1	1	5	3	1	1	1	1	3	2	1	1	5	1	2	5	3	1	1	5	5	1	1	4	4	1	5	2	5
815	3	4	3	3	2	5	3	4	3	2	5	2	5	3	1	5	5	4	5	5	3	3	3	3	2	3	5	3	5	5	4	5
816	4	5	3	4	4	4	3	3	5	5	3	2	5	5	2	5	1	5	5	2	3	1	1	5	2	1	3	5	4	5	5	5
817	5	4	5	3	3	5	4	4	3	2	2	4	5	2	4	4	3	4	5	3	5	1	4	3	5	5	5	5	5	5	5	5
818	1	1	4	1	1	5	5	1	4	1	1	5	1	4	1	1	3	1	3	3	4	4	5	5	4	1	1	1	3	3	4	2
819	4	2	4	1	1	4	5	5	3	1	1	5	5	1	1	3	1	3	5	1	1	1	5	5	5	2	2	4	1	5	5	4
820	3	3	3	3	3	5	3	2	5	5	2	4	4	5	3	5	2	2	4	3	1	1	4	1	2	2	3	3	3	5	2	5
821	2	5	1	3	1	5	2	3	1	1	3	4	5	1	1	2	1	1	4	3	1	1	2	3	1	4	4	1	4	5	1	1
822	5	4	1	1	1	5	5	1	4	3	2	1	5	3	1	3	3	4	5	1	5	3	1	1	1	3	3	5	4	5	1	5
823	4	2	2	1	1	3	2	5	1	1	5	2	4	1	1	1	2	1	1	1	1	3	3	1	2	4	3	1	2	5	2	4
824	4	4	3	1	1	4	3	5	1	1	1	3	3	1	2	2	2	1	2	1	4	5	3	3	1	3	4	3	2	5	5	1
825	5	1	1	1	1	3	3	1	1	1	5	3	5	1	1	1	2	1	2	1	3	1	2	1	1	1	1	1	5	5	1	5
826	2	2	1	2	1	4	4	1	2	1	3	2	3	1	1	1	4	1	5	1	5	1	3	1	3	1	3	3	3	4	1	5
827	4	3	1	1	1	3	2	1	4	1	4	4	5	3	1	1	5	3	4	2	5	2	5	2	2	3	4	2	5	5	3	1
828	2	3	2	1	1	4	2	3	2	1	5	3	4	3	2	1	5	1	4	2	3	1	3	1	1	4	5	1	4	5	1	2
829	2	1	4	3	2	5	3	3	2	2	3	2	4	2	2	3	2	4	3	1	1	2	3	4	1	3	1	2	3	4	2	2
830	3	4	5	2	1	5	4	5	3	1	5	4	5	3	5	1	4	5	3	5	2	1	2	4	1	2	2	4	5	4	1	2
831	4	4	1	5	4	5	5	1	5	5	5	3	5	5	5	1	3	3	5	5	5	2	2	5	2	1	3	4	4	5	5	5
832	4	3	3	3	2	5	3	4	3	3	3	3	5	3	5	5	5	4	4	3	2	2	4	1	2	4	4	4	4	5	4	3
833	3	3	3	1	2	2	2	1	4	3	5	5	5	4	1	1	5	4	4	1	2	3	2	1	5	1	5	1	5	5	1	2
